text,area,total_no_tokens,SI,GI
SIN_s1a-067_R1000.txt,SIN,2183,260,1310
SIN_s1a-068_R1000.txt,SIN,2085,317,1275
SIN_s1a-069_R1000.txt,SIN,2608,325,1516
SIN_s1a-070_R1000.txt,SIN,2442,329,1537
SIN_s1a-071_R1000.txt,SIN,2047,211,1179
SIN_s1a-072_R1000.txt,SIN,2810,423,1719
SIN_s1a-073_R1000.txt,SIN,2182,299,1320
SIN_s1a-074_R1000.txt,SIN,2086,260,1193
SIN_s1a-075_R1000.txt,SIN,2061,321,1321
SIN_s1a-076_R1000.txt,SIN,2153,256,1202
SIN_s1a-077_R1000.txt,SIN,2034,260,1133
SIN_s1a-078_R1000.txt,SIN,2059,322,1277
SIN_s1a-079_R1000.txt,SIN,3163,459,1886
SIN_s1a-080_R1000.txt,SIN,2793,412,1663
SIN_s1a-081_R1000.txt,SIN,2050,307,1195
SIN_s1a-082_R1000.txt,SIN,2032,264,1053
SIN_s1a-083_R1000.txt,SIN,2018,261,1036
SIN_s1a-084_R1000.txt,SIN,2391,207,1204
SIN_s1a-085_R1000.txt,SIN,2084,189,946
SIN_s1a-086_R1000.txt,SIN,2597,327,1482
SIN_s1a-087_R1000.txt,SIN,1965,296,1074
SIN_s1a-088_R1000.txt,SIN,2179,253,1178
SIN_s1a-089_R1000.txt,SIN,2086,276,1232
SIN_s1a-090_R1000.txt,SIN,3033,419,1763
SIN_s1a-091_R1000.txt,SIN,2231,190,1039
SIN_s1a-092_R1000.txt,SIN,2130,261,1147
SIN_s1a-093_R1000.txt,SIN,2677,416,1567
SIN_s1a-094_R1000.txt,SIN,2363,264,1328
SIN_s1a-095_R1000.txt,SIN,2169,256,1209
SIN_s1a-096_R1000.txt,SIN,2803,277,1460
SIN_s1a-097_R1000.txt,SIN,2427,266,1376
SIN_s1a-098_R1000.txt,SIN,2721,361,1551
SIN_s1a-099_R1000.txt,SIN,2114,279,1200
SIN_s1a-100_R1000.txt,SIN,2033,282,1181
SL_s1a-001_R1000.txt,SL,2393,331,1423
SL_s1a-002_R1000.txt,SL,2876,398,1797
SL_s1a-003_R1000.txt,SL,2373,389,1402
SL_s1a-004_R1000.txt,SL,3076,480,1773
SL_s1a-005_R1000.txt,SL,2662,333,1544
SL_s1a-006_R1000.txt,SL,2704,411,1405
SL_s1a-007_R1000.txt,SL,3175,458,1914
SL_s1a-008_R1000.txt,SL,2540,364,1570
SL_s1a-009_R1000.txt,SL,2397,381,1427
SL_s1a-010_R1000.txt,SL,2232,334,1300
SL_s1a-011_R1000.txt,SL,2192,348,1210
SL_s1a-012_R1000.txt,SL,2544,403,1483
SL_s1a-013_R1000.txt,SL,2310,355,1426
SL_s1a-014_R1000.txt,SL,2487,348,1208
SL_s1a-015_R1000.txt,SL,2238,325,1327
SL_s1a-016_R1000.txt,SL,2770,460,1581
SL_s1a-017_R1000.txt,SL,2361,413,1421
SL_s1a-018_R1000.txt,SL,2300,309,1274
SL_s1a-019_R1000.txt,SL,2961,503,1610
SL_s1a-020_R1000.txt,SL,2389,358,1356
SL_s1a-021_R1000.txt,SL,2503,417,1522
SL_s1a-022_R1000.txt,SL,2831,444,1851
SL_s1a-023_R1000.txt,SL,2369,310,1406
SL_s1a-024_R1000.txt,SL,2388,394,1344
SL_s1a-025_R1000.txt,SL,2288,300,1400
SL_s1a-026_R1000.txt,SL,2612,417,1527
SL_s1a-027_R1000.txt,SL,2543,422,1409
SL_s1a-028_R1000.txt,SL,2384,334,1381
SL_s1a-029_R1000.txt,SL,2363,304,1245
SL_s1a-030_R1000.txt,SL,2308,294,1089
SL_s1a-031_R1000.txt,SL,2286,309,1207
SL_s1a-032_R1000.txt,SL,2241,313,1228
SL_s1a-033_R1000.txt,SL,2183,274,1237
SL_s1a-034_R1000.txt,SL,2343,295,1368
SL_s1a-035_R1000.txt,SL,2571,365,1539
SL_s1a-036_R1000.txt,SL,2665,369,1515
SL_s1a-037_R1000.txt,SL,2262,345,1300
SL_s1a-038_R1000.txt,SL,2304,347,1407
SL_s1a-039_R1000.txt,SL,2285,295,1267
SL_s1a-040_R1000.txt,SL,2393,338,1443
SL_s1a-041_R1000.txt,SL,2220,340,1339
SL_s1a-042_R1000.txt,SL,2322,350,1281
SL_s1a-043_R1000.txt,SL,2290,298,1255
SL_s1a-044_R1000.txt,SL,2438,378,1496
SL_s1a-045_R1000.txt,SL,2500,406,1460
SL_s1a-046_R1000.txt,SL,2377,325,1311
SL_s1a-047_R1000.txt,SL,2303,309,1296
SL_s1a-048_R1000.txt,SL,2577,356,1377
SL_s1a-049_R1000.txt,SL,2770,388,1264
SL_s1a-050_R1000.txt,SL,2332,341,1315
SL_s1a-051_R1000.txt,SL,2310,334,1245
SL_s1a-052_R1000.txt,SL,2116,357,1247
SL_s1a-053_R1000.txt,SL,2353,312,1423
SL_s1a-054_R1000.txt,SL,2196,292,1126
SL_s1a-055_R1000.txt,SL,2400,367,1417
SL_s1a-056_R1000.txt,SL,2445,355,1376
SL_s1a-057_R1000.txt,SL,2176,329,1167
SL_s1a-058_R1000.txt,SL,3100,420,1521
SL_s1a-059_R1000.txt,SL,2253,272,1306
SL_s1a-060_R1000.txt,SL,2395,418,1387
SL_s1a-061_R1000.txt,SL,2255,281,1170
SL_s1a-062_R1000.txt,SL,2767,396,1464
SL_s1a-063_R1000.txt,SL,2122,293,1292
SL_s1a-064_R1000.txt,SL,2327,271,1252
SL_s1a-065_R1000.txt,SL,2244,316,1212
SL_s1a-066_R1000.txt,SL,2267,262,1159
SL_s1a-067_R1000.txt,SL,2247,332,1299
SL_s1a-068_R1000.txt,SL,2490,447,1501
SL_s1a-069_R1000.txt,SL,2368,296,1382
SL_s1a-070_R1000.txt,SL,2486,355,1475
SL_s1a-071_R1000.txt,SL,2777,398,1579
SL_s1a-072_R1000.txt,SL,2446,290,1327
SL_s1a-073_R1000.txt,SL,2278,335,1363
SL_s1a-074_R1000.txt,SL,2237,305,1279
SL_s1a-075_R1000.txt,SL,2310,277,1253
SL_s1a-076_R1000.txt,SL,2389,251,1264
SL_s1a-077_R1000.txt,SL,2305,294,1331
SL_s1a-078_R1000.txt,SL,2959,375,1423
SL_s1a-079_R1000.txt,SL,2294,317,1273
SL_s1a-080_R1000.txt,SL,2308,297,1304
SL_s1a-081_R1000.txt,SL,2252,275,1224
SL_s1a-082_R1000.txt,SL,2460,366,1484
SL_s1a-083_R1000.txt,SL,2475,367,1400
SL_s1a-084_R1000.txt,SL,2239,325,1321
SL_s1a-085_R1000.txt,SL,2375,398,1408
SL_s1a-086_R1000.txt,SL,2209,315,1204
SL_s1a-087_R1000.txt,SL,2393,345,1459
SL_s1a-088_R1000.txt,SL,2326,357,1321
SL_s1a-089_R1000.txt,SL,2364,327,1372
SL_s1a-090_R1000.txt,SL,2319,251,1199
SL_s1a-091_R1000.txt,SL,2332,315,1332
SL_s1a-092_R1000.txt,SL,2219,285,1312
SL_s1a-093_R1000.txt,SL,2486,292,1304
SL_s1a-094_R1000.txt,SL,2513,321,1347
SL_s1a-095_R1000.txt,SL,2190,342,1240
SL_s1a-096_R1000.txt,SL,2282,377,1301
SL_s1a-097_R1000.txt,SL,2329,372,1440
SL_s1a-098_R1000.txt,SL,2225,328,1285
SL_s1a-099_R1000.txt,SL,2426,367,1461
SL_s1a-100_R1000.txt,SL,2372,381,1489
CON_001_clean_R1000.txt,SW,4814,734,2920
CON_002_clean_R1000.txt,SW,7068,900,4212
CON_003_clean_R1000.txt,SW,6491,1009,3945
CON_004_clean_R1000.txt,SW,2068,333,1251
CON_005_clean_R1000.txt,SW,8400,1051,5040
CON_006_clean_R1000.txt,SW,7121,1053,4021
CON_007_R1000.txt,SW,15290,2068,9358
CON_008_R1000.txt,SW,10922,1805,7207
CON_009_R1000.txt,SW,12063,2037,7968
CON_010_R1000.txt,SW,11338,1830,7531
CON_011_R1000.txt,SW,43863,5877,27769
CON_012_R1000.txt,SW,678,105,407
DEV_001_clean_R1000.txt,SW,12221,2042,7975
DEV_002_clean_R1000.txt,SW,6602,1108,4305
DEV_003_clean_R1000.txt,SW,7200,1146,4524
DEV_004_clean_R1000.txt,SW,5857,911,3475
DEV_005_clean_R1000.txt,SW,14384,2261,9004
DEV_006_R1000.txt,SW,7881,1402,5084
DEV_007_clean_R1000.txt,SW,13344,1927,8103
DEV_008_clean_R1000.txt,SW,14031,1878,8194
DEV_009_clean_R1000.txt,SW,12950,2064,8445
DEV_010_clean_R1000.txt,SW,10884,1679,6992
DEV_011_R1000.txt,SW,7068,1198,4472
OXF_001_clean_R1000.txt,SW,7381,1084,4532
OXF_002_clean_R1000.txt,SW,10789,1653,6642
SOM_001_clean_R1000.txt,SW,6096,946,3911
SOM_002_clean_R1000.txt,SW,4625,660,2906
SOM_003_R1000.txt,SW,4877,678,3063
SOM_004_clean_R1000.txt,SW,5716,856,3526
SOM_005_clean_R1000.txt,SW,8473,1164,5322
SOM_006_clean_R1000.txt,SW,5399,809,3416
SOM_007_R1000.txt,SW,8151,1183,5180
SOM_008_clean_R1000.txt,SW,6380,875,4051
SOM_009_clean_R1000.txt,SW,11998,1643,7341
SOM_010_R1000.txt,SW,8931,1103,5408
SOM_011_R1000.txt,SW,20084,2796,12294
SOM_012_clean_R1000.txt,SW,8171,1249,5007
SOM_013_clean_R1000.txt,SW,6108,850,3687
SOM_014_clean_R1000.txt,SW,11972,1892,7540
SOM_015_R1000.txt,SW,2894,401,1715
SOM_016_R1000.txt,SW,3430,600,2132
SOM_017_R1000.txt,SW,4172,589,2400
SOM_018_R1000.txt,SW,3071,419,1826
SOM_019_R1000.txt,SW,13448,2076,8983
SOM_020_R1000.txt,SW,4529,757,2881
SOM_021_R1000.txt,SW,7429,1150,4822
SOM_022_R1000.txt,SW,3324,469,2054
SOM_023_R1000.txt,SW,2513,415,1596
SOM_024_R1000.txt,SW,4845,771,3099
SOM_025_R1000.txt,SW,2031,295,1220
SOM_026_R1000.txt,SW,2364,356,1415
SOM_027_R1000.txt,SW,6302,1031,3928
SOM_028_R1000.txt,SW,17668,2625,10576
SOM_029_R1000.txt,SW,8287,1225,5138
SOM_030_R1000.txt,SW,7344,1083,4409
SOM_031_R1000.txt,SW,6946,1040,4162
SOM_032_R1000.txt,SW,10866,1589,6522
SOM_033_R1000.txt,SW,9698,1822,6121
SOM_034_clean_R1000.txt,SW,4021,556,2333
SOM_035_clean_R1000.txt,SW,4141,593,2414
SOM_036_R1000.txt,SW,4272,628,2643
WIL_001_clean_R1000.txt,SW,12852,1898,7922
WIL_002_clean_R1000.txt,SW,6427,923,4021
WIL_003_clean_R1000.txt,SW,10429,1562,6169
WIL_004_clean_R1000.txt,SW,9751,1482,6039
WIL_005_clean_R1000.txt,SW,12867,2111,7782
WIL_006_clean_R1000.txt,SW,9774,1686,6358
WIL_007_clean_R1000.txt,SW,7755,1217,4753
WIL_008_clean_R1000.txt,SW,17204,2957,11083
WIL_009_R1000.txt,SW,5809,873,3717
WIL_010_clean_R1000.txt,SW,6456,892,3918
WIL_011_R1000.txt,SW,5072,672,2968
WIL_012_R1000.txt,SW,2791,473,1787
WIL_013_R1000.txt,SW,1969,374,1245
WIL_014_R1000.txt,SW,4957,886,3097
WIL_015_R1000.txt,SW,11548,1995,7630
WIL_016_R1000.txt,SW,6195,1006,3930
WIL_017_R1000.txt,SW,12179,1943,7793
WIL_018_R1000.txt,SW,12047,1793,7273
WIL_019_R1000.txt,SW,6001,980,3762
WIL_020_R1000.txt,SW,3250,569,2085
WIL_021_R1000.txt,SW,1703,291,1056
WIL_022_R1000.txt,SW,25814,4383,16637
WIL_023_R1000.txt,SW,9870,1472,6126
WIL_024_R1000.txt,SW,7046,1043,4369
INV_001_clean_R1000.txt,ScH,3149,592,2002
ROC_001_clean_R1000.txt,ScH,7139,1246,4578
ROC_002_clean_R1000.txt,ScH,4920,609,2173
SUT_001_clean_R1000.txt,ScH,221,32,138
SUT_002_clean_R1000.txt,ScH,4191,762,2794
SUT_003_clean_R1000.txt,ScH,3778,710,2379
SUT_004_clean_R1000.txt,ScH,3981,598,2589
ANS_001_R1000.txt,ScL,6591,1173,4171
ANS_002_R1000.txt,ScL,2067,320,1231
ANS_003_R1000.txt,ScL,9420,1530,5349
ANS_004_R1000.txt,ScL,4551,718,2886
BAN_001_R1000.txt,ScL,6250,1121,4091
DFS_001_R1000.txt,ScL,11870,1552,6393
ELN_001_R1000.txt,ScL,2578,344,1586
ELN_002_R1000.txt,ScL,3107,421,1918
ELN_003_R1000.txt,ScL,1655,231,977
ELN_004_clean_R1000.txt,ScL,2925,525,1883
ELN_005_clean_R1000.txt,ScL,1984,351,1306
ELN_006_clean_R1000.txt,ScL,1516,210,940
ELN_007_clean_R1000.txt,ScL,3485,493,2257
ELN_008_clean_R1000.txt,ScL,4763,716,2847
ELN_009_clean_R1000.txt,ScL,10084,1616,6516
ELN_010_clean_R1000.txt,ScL,2269,399,1440
ELN_011_clean_R1000.txt,ScL,2694,544,1801
ELN_012_clean_R1000.txt,ScL,3944,604,2427
ELN_013_clean_R1000.txt,ScL,932,139,564
ELN_014_clean_R1000.txt,ScL,3981,659,2615
ELN_015_R1000.txt,ScL,2470,471,1517
FIF_001_R1000.txt,ScL,4005,678,2688
KCD_001_R1000.txt,ScL,8017,1440,5182
KRS_001_R1000.txt,ScL,2386,413,1535
LKS_001_R1000.txt,ScL,4231,637,2610
MLN_001_R1000.txt,ScL,2456,380,1461
MLN_002_R1000.txt,ScL,2557,418,1593
MLN_003_R1000.txt,ScL,2228,322,1303
MLN_004_clean_R1000.txt,ScL,3298,542,2035
MLN_005_R1000.txt,ScL,5397,840,3316
MLN_006_clean_R1000.txt,ScL,9653,1459,5283
MLN_007_clean_R1000.txt,ScL,16205,2635,10224
PEE_001_R1000.txt,ScL,3583,578,2181
PEE_002_R1000.txt,ScL,13797,2186,8977
PER_001_R1000.txt,ScL,3630,586,2180
PER_002_R1000.txt,ScL,2659,422,1666
PER_003_R1000.txt,ScL,9015,1420,5720
PER_004_R1000.txt,ScL,4616,944,3071
PER_005_R1000.txt,ScL,1825,271,1133
SEL_001_R1000.txt,ScL,4960,794,3262
SEL_002_R1000.txt,ScL,3280,471,2063
SEL_003_R1000.txt,ScL,2383,337,1395
WLN_001_clean_R1000.txt,ScL,2321,474,1529
WLN_002_clean_R1000.txt,ScL,2177,363,1418
WLN_003_clean_R1000.txt,ScL,8013,1158,4530
WLN_004_clean_R1000.txt,ScL,8831,1308,5118
WLN_005_clean_R1000.txt,ScL,1153,227,726
WLN_006_clean_R1000.txt,ScL,3387,528,2030
TT_s1a-001_R1000.txt,TT,2100,230,1349
TT_s1a-002_R1000.txt,TT,2075,287,1245
TT_s1a-003_R1000.txt,TT,2164,332,1398
TT_s1a-004_R1000.txt,TT,2140,190,1225
TT_s1a-005_R1000.txt,TT,2531,228,1503
TT_s1a-006_R1000.txt,TT,2111,234,1242
TT_s1a-007_R1000.txt,TT,2019,249,1205
TT_s1a-008_R1000.txt,TT,2116,345,1358
TT_s1a-009_R1000.txt,TT,2049,284,1296
TT_s1a-010_R1000.txt,TT,2191,282,1352
TT_s1a-011_R1000.txt,TT,2156,303,1335
TT_s1a-012_R1000.txt,TT,2109,299,1371
TT_s1a-013_R1000.txt,TT,2111,304,1293
TT_s1a-014_R1000.txt,TT,2341,276,1452
TT_s1a-015_R1000.txt,TT,2092,285,1292
TT_s1a-016_R1000.txt,TT,2089,280,1299
TT_s1a-017_R1000.txt,TT,2073,278,1225
TT_s1a-018_R1000.txt,TT,2079,263,1242
TT_s1a-019_R1000.txt,TT,2182,269,1310
TT_s1a-020_R1000.txt,TT,2140,300,1292
TT_s1a-021_R1000.txt,TT,2045,261,1193
TT_s1a-022_R1000.txt,TT,2094,247,1314
TT_s1a-023_R1000.txt,TT,2096,251,1233
TT_s1a-024_R1000.txt,TT,2076,218,1293
TT_s1a-025_R1000.txt,TT,2065,295,1301
TT_s1a-026_R1000.txt,TT,2159,240,1343
TT_s1a-027_R1000.txt,TT,2027,209,1211
TT_s1a-028_R1000.txt,TT,2096,258,1205
TT_s1a-029_R1000.txt,TT,2118,328,1300
TT_s1a-030_R1000.txt,TT,2179,268,1273
TT_s1a-031_R1000.txt,TT,2165,342,1285
TT_s1a-032_R1000.txt,TT,2207,327,1258
TT_s1a-033_R1000.txt,TT,2077,189,1240
TT_s1a-034_R1000.txt,TT,2115,263,1251
TT_s1a-035_R1000.txt,TT,2118,238,1255
TT_s1a-036_R1000.txt,TT,2223,296,1320
TT_s1a-037_R1000.txt,TT,2171,281,1223
TT_s1a-038_R1000.txt,TT,2163,260,1338
TT_s1a-039_R1000.txt,TT,2078,272,1293
TT_s1a-040_R1000.txt,TT,2171,351,1354
TT_s1a-041_R1000.txt,TT,2143,317,1253
TT_s1a-042_R1000.txt,TT,2128,316,1265
TT_s1a-043_R1000.txt,TT,2137,241,1273
TT_s1a-044_R1000.txt,TT,2165,335,1316
TT_s1a-045_R1000.txt,TT,2163,298,1356
TT_s1a-046_R1000.txt,TT,2114,248,1252
TT_s1a-047_R1000.txt,TT,2184,324,1325
TT_s1a-048_R1000.txt,TT,2111,207,1182
TT_s1a-049_R1000.txt,TT,2160,284,1336
TT_s1a-050_R1000.txt,TT,2167,356,1361
TT_s1a-051_R1000.txt,TT,2200,332,1366
TT_s1a-052_R1000.txt,TT,2091,267,1233
TT_s1a-053_R1000.txt,TT,2128,290,1289
TT_s1a-054_R1000.txt,TT,2146,336,1294
TT_s1a-055_R1000.txt,TT,2158,330,1335
TT_s1a-056_R1000.txt,TT,2139,266,1240
TT_s1a-057_R1000.txt,TT,2682,294,1556
TT_s1a-058_R1000.txt,TT,2736,374,1584
TT_s1a-059_R1000.txt,TT,2571,289,1489
TT_s1a-060_R1000.txt,TT,2066,275,1322
TT_s1a-061_R1000.txt,TT,2086,197,1194
TT_s1a-062_R1000.txt,TT,2056,311,1339
TT_s1a-063_R1000.txt,TT,2121,288,1270
TT_s1a-064_R1000.txt,TT,2062,236,1114
TT_s1a-065_R1000.txt,TT,2095,297,1164
TT_s1a-066_R1000.txt,TT,2045,264,1104
TT_s1a-067_R1000.txt,TT,2139,256,1153
TT_s1a-068_R1000.txt,TT,2986,372,1694
TT_s1a-069_R1000.txt,TT,2806,329,1595
TT_s1a-070_R1000.txt,TT,2448,319,1401
TT_s1a-071_R1000.txt,TT,2647,303,1450
TT_s1a-072_R1000.txt,TT,2061,222,1275
TT_s1a-073_R1000.txt,TT,2522,286,1420
TT_s1a-074_R1000.txt,TT,2075,274,1322
TT_s1a-075_R1000.txt,TT,2811,318,1588
TT_s1a-076_R1000.txt,TT,2066,262,1301
TT_s1a-077_R1000.txt,TT,2056,280,1309
TT_s1a-078_R1000.txt,TT,2096,238,1266
TT_s1a-079_R1000.txt,TT,2043,292,1326
TT_s1a-080_R1000.txt,TT,2088,230,1362
TT_s1a-081_R1000.txt,TT,2094,260,1341
TT_s1a-082_R1000.txt,TT,2092,285,1266
TT_s1a-083_R1000.txt,TT,2075,261,1268
TT_s1a-084_R1000.txt,TT,3028,302,1604
TT_s1a-085_R1000.txt,TT,2730,308,1511
TT_s1a-086_R1000.txt,TT,2709,321,1472
TT_s1a-087_R1000.txt,TT,2193,248,1405
TT_s1a-088_R1000.txt,TT,2586,322,1530
TT_s1a-089_R1000.txt,TT,2997,284,1652
TT_s1a-090_R1000.txt,TT,2274,275,1343
TT_s1a-091_R1000.txt,TT,2099,282,1255
TT_s1a-092_R1000.txt,TT,2132,196,1141
TT_s1a-093_R1000.txt,TT,2087,193,1222
TT_s1a-094_R1000.txt,TT,2054,231,1037
TT_s1a-095_R1000.txt,TT,2105,239,1226
TT_s1a-096_R1000.txt,TT,2123,183,1081
TT_s1a-097_R1000.txt,TT,2063,161,997
TT_s1a-098_R1000.txt,TT,2030,255,1123
TT_s1a-099_R1000.txt,TT,2048,236,1105
TT_s1a-100_R1000.txt,TT,2059,219,1093
UG_s1a-001_R1000.txt,UG,2589,372,1491
UG_s1a-002_R1000.txt,UG,2642,382,1464
UG_s1a-003_R1000.txt,UG,2187,285,1275
UG_s1a-004_R1000.txt,UG,2293,278,1329
UG_s1a-005_R1000.txt,UG,2414,294,1370
UG_s1a-006_R1000.txt,UG,2489,345,1490
UG_s1a-007_R1000.txt,UG,2309,261,1241
UG_s1a-008_R1000.txt,UG,2361,280,1334
UG_s1a-009_R1000.txt,UG,2162,241,1241
UG_s1a-010_R1000.txt,UG,2054,293,1209
UG_s1a-011_R1000.txt,UG,2099,239,1123
UG_s1a-012_R1000.txt,UG,2057,276,1042
UG_s1a-013_R1000.txt,UG,2098,253,1225
UG_s1a-014_R1000.txt,UG,2131,274,1209
UG_s1a-015_R1000.txt,UG,2082,263,1202
UG_s1a-016_R1000.txt,UG,2110,234,1185
UG_s1a-017_R1000.txt,UG,2229,315,1268
UG_s1a-018_R1000.txt,UG,2226,297,1290
UG_s1a-019_R1000.txt,UG,2163,255,1159
UG_s1a-020_R1000.txt,UG,2126,236,1037
UG_s1a-021_R1000.txt,UG,2262,298,1215
UG_s1a-022_R1000.txt,UG,2344,254,1289
UG_s1a-023_R1000.txt,UG,2242,286,1192
UG_s1a-024_R1000.txt,UG,2244,273,1235
UG_s1a-025_R1000.txt,UG,2159,248,1152
UG_s1a-026_R1000.txt,UG,2327,319,1413
UG_s1a-027_R1000.txt,UG,2320,340,1401
UG_s1a-028_R1000.txt,UG,2130,310,1321
UG_s1a-029_R1000.txt,UG,2150,313,1226
UG_s1a-030_R1000.txt,UG,2045,257,1068
UG_s1a-031_R1000.txt,UG,2255,309,1327
UG_s1a-032_R1000.txt,UG,2288,300,1385
UG_s1a-033_R1000.txt,UG,2447,318,1444
UG_s1a-034_R1000.txt,UG,2286,238,1316
UG_s1a-035_R1000.txt,UG,2360,364,1428
UG_s1a-036_R1000.txt,UG,2225,325,1395
UG_s1a-037_R1000.txt,UG,2057,286,1168
UG_s1a-038_R1000.txt,UG,2140,213,996
UG_s1a-039_R1000.txt,UG,2340,343,1321
UG_s1a-040_R1000.txt,UG,2121,291,1235
UG_s1a-041_R1000.txt,UG,2191,314,1320
UG_s1a-042_R1000.txt,UG,2335,348,1356
UG_s1a-043_R1000.txt,UG,2173,288,1289
UG_s1a-044_R1000.txt,UG,2466,298,1404
UG_s1a-045_R1000.txt,UG,2143,293,1213
UG_s1a-046_R1000.txt,UG,2115,242,1112
UG_s1a-047_R1000.txt,UG,2073,247,1062
UG_s1a-048_R1000.txt,UG,2369,314,1374
UG_s1a-049_R1000.txt,UG,2196,239,1178
UG_s1a-050_R1000.txt,UG,2211,243,1252
UG_s1a-051_R1000.txt,UG,2152,347,1448
UG_s1a-052_R1000.txt,UG,2220,214,1259
UG_s1a-053_R1000.txt,UG,2364,319,1417
UG_s1a-054_R1000.txt,UG,2186,269,1265
UG_s1a-055_R1000.txt,UG,2112,297,1103
UG_s1a-056_R1000.txt,UG,2124,256,1129
UG_s1a-057_R1000.txt,UG,2188,301,1305
UG_s1a-058_R1000.txt,UG,2184,317,1263
UG_s1a-059_R1000.txt,UG,2188,272,1384
UG_s1a-060_R1000.txt,UG,2168,288,1137
UG_s1a-061_R1000.txt,UG,2154,259,1197
UG_s1a-062_R1000.txt,UG,2096,304,1300
UG_s1a-063_R1000.txt,UG,2247,265,1263
UG_s1a-064_R1000.txt,UG,2165,293,1267
UG_s1a-065_R1000.txt,UG,2228,272,1230
UG_s1a-066_R1000.txt,UG,2106,311,1193
UG_s1a-067_R1000.txt,UG,2144,255,1073
UG_s1a-068_R1000.txt,UG,2256,310,1246
UG_s1a-069_R1000.txt,UG,2255,375,1290
UG_s1a-070_R1000.txt,UG,2235,262,1244
UG_s1a-071_R1000.txt,UG,2121,263,1129
UG_s1a-072_R1000.txt,UG,2179,256,1106
UG_s1a-073_R1000.txt,UG,2367,315,1352
UG_s1a-074_R1000.txt,UG,2235,269,1293
UG_s1a-075_R1000.txt,UG,2309,249,1344
UG_s1a-076_R1000.txt,UG,2194,248,1203
UG_s1a-077_R1000.txt,UG,2433,319,1482
UG_s1a-078_R1000.txt,UG,2116,265,1079
UG_s1a-079_R1000.txt,UG,2081,308,1277
UG_s1a-080_R1000.txt,UG,2277,352,1332
UG_s1a-081_R1000.txt,UG,2299,285,1251
UG_s1a-082_R1000.txt,UG,2385,288,1262
UG_s1a-083_R1000.txt,UG,2170,265,1231
UG_s1a-084_R1000.txt,UG,2141,325,1379
UG_s1a-085_R1000.txt,UG,2141,238,1271
UG_s1a-086_R1000.txt,UG,2404,253,1297
UG_s1a-087_R1000.txt,UG,2103,185,974
UG_s1a-088_R1000.txt,UG,2087,197,1072
UG_s1a-089_R1000.txt,UG,2197,302,1264
UG_s1a-090_R1000.txt,UG,2320,291,1297
UG_s1a-091_R1000.txt,UG,2366,281,1279
UG_s1a-092_R1000.txt,UG,2081,240,1020
UG_s1a-093_R1000.txt,UG,2131,296,1150
UG_s1a-094_R1000.txt,UG,2206,299,1160
UG_s1a-095_R1000.txt,UG,2114,254,1045
UG_s1a-096_R1000.txt,UG,2053,234,1046
UG_s1a-097_R1000.txt,UG,2171,352,1438
UG_s1a-098_R1000.txt,UG,2123,293,1140
UG_s1a-099_R1000.txt,UG,2086,254,1215
UG_s1a-100_R1000.txt,UG,2086,248,1145
DEN_001_clean_R1000.txt,Wal,6394,949,3937
DEN_002_clean_R1000.txt,Wal,9263,1476,5872
DEN_003_clean_R1000.txt,Wal,11524,1932,7584
DEN_004_clean_R1000.txt,Wal,15605,2637,10319
GLA_001_clean_R1000.txt,Wal,7958,1351,5151
GLA_002_clean_R1000.txt,Wal,10160,1674,6428
GLA_003_clean_R1000.txt,Wal,9900,1705,6271
GLA_004_clean_R1000.txt,Wal,6625,1069,4161
GLA_005_clean_R1000.txt,Wal,9684,1588,6029
GLA_006_clean_R1000.txt,Wal,5598,923,3713
GLA_007_clean_R1000.txt,Wal,9878,1550,6322
